text,emotion
ultimamente ya me canse de esto y no se que hacer,enojo
es que me llamaron de la empresa y no dijeron para que de verdad,miedo
sinceramente nada tiene sentido por todo lo que paso,triste
ahora mismo nada tiene sentido y no se que hacer,triste
desde hace dias me saco del grupo sin razon y me pesa cargarlo solo,triste
no te miento me da pavor equivocarme pero no digo nada,miedo
hoy me fue de pelos y ya,feliz
sinceramente estoy muy bajo de animo hoy,triste
desde hace dias cargue con toda la responsabilidad del grupo pero necesitaba decirlo,enojo
desde hace dias no duermo de la preocupacion y eso me pesa,miedo
ya no quiero hablar y me afecta mucho,triste
ahora mismo no aguanto mas otra vez,enojo
lo que pasa es que no supe leer la situacion y meti la pata y no es facil admitirlo,triste
no se si contarte pero hoy me senti comodo siendo yo mismo y me pesa cargarlo solo,feliz
sinceramente me salio el primer cliente y no es facil,feliz
la verdad me dijeron que si y despues que no,enojo
mira lo que paso me da terror decepcionar a alguien que confio en mi de verdad,miedo
hoy me piden experiencia para un trabajo de principiante pero bueno,enojo
hoy me dejo mi novia y estoy muy bajoneado la verdad,triste
me tocó madrugar y no dormí nada y encima salio mal y no es facil,triste
ultimamente tengo una entrevista y me muero del susto de verdad,miedo
la verdad me dijeron que era mi culpa cuando no lo era la verdad,enojo
mira estoy rodeado de gente y me siento solo y ya,triste
la verdad me siento inseguro ultimamente,miedo
me pidieron que fuera a recursos humanos y no se que hacer,miedo
me da terror mostrarme como soy de verdad y eso me tiene mal,miedo
ultimamente no se que va a pasar y no puedo dormir,miedo
ultimamente me da ansiedad publicar algo y que lo juzguen y no es facil,miedo
es que siento que se me acaba el tiempo y ya,miedo
me da miedo decepcionarme a mi mismo de verdad,miedo
es que se burlaron de mi sinceramente,enojo
desde ayer me encanta este momento esta semana,feliz
mira me cobraron de mas sin avisar todo el tiempo,enojo
que felicidad tan grande siento ahora y es lo mejor que me paso,feliz
fijate que me fue bien en la sustentacion y nadie lo entiende,feliz
de verdad me siento muy motivado y feliz y estoy muy contento,feliz
hoy todo fluyo bien y me tiene mal,feliz
hoy me siento muy vacio aunque tenga cosas que hacer y ya,triste
no te miento nacio mi hija,feliz
te cuento que me siento desconectado de todo y me tiene mal,triste
hoy me da mucha rabia desde hace dias,enojo
sinceramente todo me fastidia,enojo
hoy vi que me sacaron de un grupo y no dije nada la verdad,triste
desde hace dias me paraliza la idea de tener que hablar en grupo y trato de disimularlo,miedo
ahora mismo todo me fastidia desde hace dias,enojo
es que pague y no me dieron lo que ofrecieron de verdad,enojo
hoy me da pena hablar en publico y manana me toca parce,miedo
te juro que me mencionaron en algo que me puso en ridiculo,enojo
ahora mismo me hablaron muy mal la verdad,enojo
para serte honesto por fin termine el proyecto y necesito que alguien me entienda,feliz
hoy me da panico equivocarme y que no me perdonen y no se que hacer,miedo
definitivamente me siento feliz con todo lo que paso,feliz
te cuento que no me puedo quitar esa preocupacion de encima y eso me duele,miedo
hermano estoy muy cansado de lucharla solo y no puedo evitarlo,triste
es que me perdi un momento importante y no puedo evitarlo,triste
sabes que me alegra que todo haya salido bien de verdad,feliz
sinceramente nada me salio bien hoy y no puedo evitarlo,enojo
en serio no te soporto mas de verdad,enojo
hoy me hicieron perder un dia entero sinceramente,enojo
me angustia no tener todo claro a mi edad y me tiene pensando mucho,miedo
hoy siento que no tengo control de nada pero no digo nada,miedo
hoy me pidieron que fuera a una reunion sin decirme de que la verdad,miedo
desde hace dias me prometieron que no volveria a pasar y no lo digo seguido,enojo
hoy me fue de maravilla en la entrevista pero bueno,feliz
sinceramente estoy muy nervioso de cara a lo que viene,miedo
hoy no se si voy a poder con esto otra vez,miedo
desde ayer todo esta mejorando por todo lo que paso,feliz
me da pena hablar en publico y manana me toca y ya,miedo
desde ayer todo esta funcionando bien en este momento,feliz
sinceramente no entiendo tu actitud para nada en serio,enojo
desde ayer me siento orgulloso y no se que hacer,feliz
me sacaron de la jugada sin ninguna explicacion,enojo
bro no entiendo como la gente puede ser asi la verdad,enojo
desde ayer estoy disfrutando mucho ultimamente,feliz
hoy perdi una oportunidad importante y me afecta mucho,triste
estoy que no me la creo y no es facil,feliz
lo que pasa es que estoy muy apenado con lo que resulto de verdad,triste
te cuento que me hablaron muy feo sin ninguna razon y ya,enojo
mira lo que paso tengo panico de no saber como actuar en esa situacion pero necesitaba decirlo,miedo
la verdad es que siento que algo malo va a pasar y me tiene muy nervioso,miedo
lo que es cierto es que estoy muy contento con el resultado,feliz
me siento muy contento con el equipo,feliz
hermano me da mucha pena decirle eso a la gente y no puedo evitarlo,miedo
te digo que me encontre plata en un bolsillo que no sabia bro,feliz
hermano me pone muy nervioso tener que dar explicaciones y no puedo evitarlo,miedo
sinceramente me siento realizado y me tiene mal,feliz
mira me cansa tu falta de madurez y punto,enojo
realmente hoy fue un gran dia otra vez,feliz
te digo que me siento muy mal emocionalmente y no lo puedo superar,triste
me cayo del cielo esa noticia,feliz
me asusta que piensen que soy raro pero necesitaba decirlo,miedo
no puedo evitar que estoy muy nervioso por lo que puede pasar de verdad,miedo
me siento muy pleno con lo que estoy haciendo de verdad,feliz
no te miento estoy muy molesto con lo que hicieron y eso me duele,enojo
fijate que hoy el clima estuvo perfecto y me cuesta aceptarlo,feliz
todo salio perfecto en este momento,feliz
mira lo que paso me da terror que noten que estoy nervioso y no se como manejarlo,miedo
me mandaron un mensaje raro y no entiendo que quieren la verdad,miedo
la verdad es que usaron lo que les conte en mi contra y no se como manejarlo,enojo
extraño mucho a las personas que ya no estan hermano,triste
ultimamente encontre lo que buscaba y es agotador,feliz
en serio me descuentan del sueldo cosas que no firmé de verdad,enojo
la verdad perdi mi negocio y no se como seguir,triste
te juro que tengo miedo de que mis sueños no sean suficientes y no puedo evitarlo,miedo
en serio me da ansiedad publicar algo y que lo juzguen y me tiene pensando mucho,miedo
oye subi algo y nadie reacciono y me senti invisible y no se que hacer,triste
hoy me tiene muy angustiado esa situacion la verdad,miedo
la verdad me quitaron el like y eso me bajo el animo,triste
me da pena que se den cuenta que no entendi y me tiene mal,miedo
hoy estoy rodeado de gente y me siento solo todo el tiempo,triste
en serio me tiene muy intranquilo todo esto y me tiene mal,miedo
la verdad tengo miedo de hablar y me afecta mucho,miedo
mira ya no tengo fuerzas para nada y necesito que alguien me entienda,triste
me asusta mucho pensar en el futuro,miedo
mira me paraliza no saber cual es el camino correcto y ya,miedo
en serio no hubo trafico hoy y no se que hacer,feliz
mira no logre lo que esperaba,triste
la verdad todo cambio de golpe y no puedo evitarlo,triste
hoy fue mejor de lo que esperaba de verdad,feliz
no te miento logre lo que queria y me afecta mucho,feliz
sinceramente siento que algo no esta bien aunque todo parece normal y me afecta,miedo
en este momento hoy fue maravilloso esta semana,feliz
es que hoy llore sin saber por que todo el tiempo,triste
te digo que me borraron un comentario que tenia toda la razon y me afecta,enojo
me da miedo no estar a la altura de lo que se espera,miedo
para serte honesto nadie hace las cosas bien aqui y no puedo evitarlo,enojo
tengo miedo de no poder manejar esto y no puedo calmarlo,miedo
es que no se si actue bien y eso no me deja tranquilo,miedo
honestamente que injusto es todo esto y eso no esta bien,enojo
hoy me escribieron solo para reclamarme y no lo digo seguido,enojo
hoy que problema tan absurdo desde hace dias,enojo
oye tuve que repetir lo mismo mil veces y no lo puedo ocultar,enojo
bro me mencionaron en algo que me puso en ridiculo,enojo
me salio rico lo que cocine todo el tiempo,feliz
ultimamente no entendi el tono del mensaje y me confundi y no lo digo seguido,triste
en serio me molesta mucho tu actitud en serio,enojo
me dijeron que sí,feliz
me siento muy contento con el equipo en serio,feliz
me descuentan del sueldo cosas que no firmé hermano,enojo
ultimamente pase el dia en cama otra vez,triste
fijate que me tiene muy irritado todo esto y me cuesta mucho,enojo
parce estoy muy bravo con lo que paso y no se que hacer,enojo
lo que pasa es que me duele mucho haber llegado a esto y no se como seguir,triste
te digo que siento un temor constante que no desaparece,miedo
en este momento no aguanto mas por todo lo que paso,enojo
lo que pasa es que consegui el trabajo y no lo puedo ocultar,feliz
definitivamente esto me molesta demasiado esta semana,enojo
me da pena decirlo pero no se si ese mensaje significaba lo que creo,miedo
sinceramente ya no tengo ganas desde hace dias,triste
mira me enfurece tu actitud y ya me canse,enojo
en serio estoy muy bajoneado sin poder levantarme y no lo puedo superar,triste
sinceramente me interrumpieron todo el tiempo y no puedo evitarlo,enojo
para serte honesto consegui el trabajo y eso me pesa,feliz
hoy fue un dia muy chévere,feliz
la verdad no duermo de la preocupacion y no puedo evitarlo,miedo
tengo miedo de que me vaya mal en las parciales de verdad,miedo
mira lo que paso me da terror mostrarme como soy de verdad y me pesa cargarlo solo,miedo
para serte honesto tengo miedo de decir algo fuera de lugar,miedo
me quedé solo,triste
sinceramente me da pena hablar en publico y manana me toca y no es facil,miedo
mira me usaron y despues me ignoraron todo el tiempo,enojo
me tratan diferente y no entienden por que me molesta y no se que hacer,enojo
desde hace dias no entiendo nada y me da verguenza preguntar y me tiene agotado,triste
estoy muy nervioso con todo lo que pasa de verdad,miedo
es que mi familia esta bien todo el tiempo,feliz
ahora mismo minimizaron lo que sentia y quisiera que alguien me ayudara,enojo
de verdad me siento muy orgulloso de lo logrado,feliz
en serio me siento muy achantado hoy,triste
es que no puedo mas con esta situacion en serio,enojo
en este momento todo me afecta demasiado todo el tiempo,triste
te juro que tengo panico de que algo que dije llegue a las manos equivocadas y me cuesta aceptarlo,miedo
de verdad no puedo mas con esta situacion en serio,enojo
me dieron una sorpresa muy bonita hoy la verdad,feliz
sinceramente nada me salio bien hoy pero no digo nada,enojo
en serio que dia tan bueno fue hoy sin duda,feliz
lo que pasa es que estoy muy triste y no puedo dormir,triste
desde hace dias prometieron y no cumplieron y es agotador,enojo
no te miento mi mejor amigo se fue a vivir lejos de verdad,triste
te digo que estoy muy angustiado con las posibilidades,miedo
lo que pasa es que tengo miedo de que me juzguen y no se que hacer,miedo
me paralizo cuando tengo que decidir y me afecta mucho,miedo
en este momento me siento vacio desde hace dias,triste
no te miento me dejaron solo en esto y no puedo evitarlo,triste
la verdad me asusta mucho lo que esta pasando en el barrio y no se que hacer,miedo
en serio me siento vacio y sin ganas de nada,triste
me di cuenta que nadie me busca si yo no busco men,triste
fijate que manana tengo una prueba importante y estoy nervioso pero no digo nada,miedo
es que tengo panico de que me pregunten algo en clase y no puedo evitarlo,miedo
te digo que me llego un paquete que habia pedido la verdad,feliz
no puedo creer que no te soporto mas y ya me canse,enojo
mira me tiene muy preocupado lo que esta pasando y me tiene mal,miedo
en serio se rieron de como me exprese pero necesitaba decirlo,enojo
la verdad es que no tolero mas esta situacion en serio,enojo
hoy estoy pasando un gran momento por todo lo que paso,feliz
siento que me estoy quedando sin opciones la verdad,miedo
mira me tiene muy enojado esa situacion la verdad,enojo
ahora mismo me siento motivado otra vez,feliz
desde ayer ya no quiero hablar esta semana,triste
ultimamente me graduo este mes la verdad,feliz
lo que pasa es que siempre me pasa lo mismo con las mismas personas y eso me tiene mal,enojo
te juro que todos parecen entender menos yo,triste
fijate que mi grupo hizo el trabajo sin contar conmigo y no lo digo seguido,triste
es que me angustia pensar que quiza elegi mal mi carrera y ya,miedo
la verdad es que me fui de la reunion antes porque no podia mas y trato de disimularlo,triste
hoy fue un parche buenisimo y no es facil,feliz
hermano me tocó repetir el tramite porque perdieron mis papeles,enojo
en serio estoy muy agradecido por este momento y estoy muy agradecido,feliz
ultimamente hablaron de algo que yo no sabia y me senti excluido pero ya no puedo mas,triste
la verdad las cosas ya no son como antes de verdad,triste
lo que es cierto es que estoy muy feliz y emocionado y es lo mejor que me paso,feliz
fijate que que descaro tan grande el de esa gente,enojo
la verdad es que me quede callado cuando debi haber hablado pero necesitaba decirlo,triste
te cuento que me costo mucho levantarme hoy,triste
me preocupa mucho el futuro economico y ya,miedo
no te miento me usaron y despues me ignoraron y eso me pesa,enojo
ahora mismo estoy esperando una respuesta y me tiene nervioso y ya,miedo
fijate que hoy fue un dia muy chévere y nadie lo sabe,feliz
en serio me echaron la culpa de lo que salio mal y eso me tiene mal,enojo
no te miento no se si voy a poder con esto y no puedo evitarlo,miedo
no se si contarte pero me dijeron que exageraba sinceramente,enojo
siento que cargo con demasiado para mi edad y no puedo evitarlo,triste
desde hace dias me faltaron el respeto y no lo puedo ocultar,enojo
sinceramente no entiendo como la gente puede ser asi y no es facil,enojo
hoy tengo miedo de responder mal y arruinar todo men,miedo
ahora mismo tengo ansiedad ultimamente,miedo
es que me quede sin trabajo y no se que hacer y ya,triste
en serio estoy muy nervioso con esa vuelta la verdad,miedo
capturaron una conversacion privada y la compartieron y no puedo evitarlo,enojo
me dijeron que si y despues que no la verdad,enojo
estoy muy contento y agradecido y es lo mejor que me paso,feliz
de verdad estoy muy feliz y emocionado,feliz
desde ayer tengo ansiedad desde hace dias,miedo
en serio me alegra que todo haya salido bien y no lo puedo creer,feliz
me fue de maravilla en la entrevista,feliz
me siento muy lejos de todos la verdad,triste
para serte honesto tengo los mejores amigos otra vez,feliz
hermano me tiene muy intranquilo todo esto y nadie lo sabe,miedo
te digo que me da mucho miedo enfrentar esta situacion de verdad,miedo
tengo ansiedad de pensar en el futuro y me cuesta aceptarlo,miedo
hoy me siento muy desconectado de todo y de todos,triste
ahora mismo me siento en paz y es agotador,feliz
no se si contarte pero me cambiaron el trabajo sin consultarme y no lo digo seguido,enojo
es que estoy muy bravo con lo que paso de verdad,enojo
la verdad me llegó una carta del juzgado y no se que es,miedo
te juro que me mandaron un mensaje muy agresivo y nadie lo entiende,enojo
te cuento que me prometieron algo y no lo cumplieron sinceramente,enojo
oye consegui apartamento en arriendo bien precio y no se que hacer,feliz
me siento muy agradecido con la vida hoy,feliz
para serte honesto no puedo dejar de preocuparme y me afecta mucho,miedo
me tocó repetir el tramite porque perdieron mis papeles,enojo
desde hace dias no supe como responder y ahora me arrepiento y no se que hacer,triste
honestamente me da demasiada rabia todo el tiempo,enojo
ahora mismo que problema tan absurdo y me afecta mucho,enojo
desde hace dias me trataron como si no existiera y me tiene mal,enojo
oye me echaron la culpa de algo que hizo otro y no se que hacer,enojo
mira abusaron de mi confianza la verdad,enojo
desde hace dias todo tiene sentido ahora y es agotador,feliz
mira me tiene muy enojado esa situacion,enojo
hoy no tuve que madrugar y lo disfrute y no es facil,feliz
hoy hice algo que me daba mucho miedo y salio bien la verdad,feliz
hoy mi grupo hizo el trabajo sin contar conmigo y me pesa cargarlo solo,triste
desde ayer me siento nervioso desde hace dias,miedo
ahora mismo no entiendo nada y me da verguenza preguntar de verdad,triste
me siento muy achantado hoy de verdad,triste
hoy me toca salir tarde y me da miedo en la calle y me tiene mal,miedo
desde hace dias me saco del grupo sin razon pero ya no puedo mas,triste
lo que pasa es que abusaron de mi confianza todo el tiempo,enojo
no se si contarte pero me pidieron algo de ultimo momento y me tiene agotado,enojo
es que tengo panico de decir algo y que lo malinterpreten y no se que hacer,miedo
la verdad no entiendo como la gente puede ser asi men,enojo
no te miento me siento realizado todo el tiempo,feliz
la verdad es que me interrumpieron cada vez que hable y quisiera que alguien me ayudara,enojo
sinceramente entregue el proyecto a tiempo y me tiene agotado,feliz
en serio me siento muy bien con lo que hice y no lo puedo creer,feliz
vieja me mintieron descaradamente en la cara y me tiene mal,enojo
realmente me hicieron perder el tiempo desde hace dias,enojo
hoy me perdi un momento importante y no se que hacer,triste
en serio me entristece mucho lo que hiciste y no se como seguir,triste
definitivamente nada tiene sentido y no se que hacer,triste
la verdad dijeron cosas que no son verdad sobre mi y eso me pesa,enojo
en serio me prometieron que no volveria a pasar y trato de disimularlo,enojo
es que no alcance el cupo en la universidad publica y no puedo evitarlo,triste
te juro que que falta de respeto tan grande y ya me canse,enojo
hoy me graduo este sabado,feliz
en serio me di cuenta que nadie me busca si yo no busco de verdad,triste
sinceramente me siento completo pero no digo nada,feliz
la verdad tengo miedo de embarrarla con esa decision hermano,miedo
ahora mismo usaron lo que les conte en mi contra y me afecta mucho,enojo
te digo que me asusta pensar en las consecuencias,miedo
vi que me sacaron de un grupo y no dije nada y no es facil,triste
no se si contarte pero me prometieron que no volveria a pasar y me afecta mucho,enojo
es que tengo un miedo muy grande en este momento y me tiene muy nervioso,miedo
me da mucho miedo no estar listo y no puedo calmarlo,miedo
sabes que estoy muy agradecido con todos y estoy muy contento,feliz
hoy me dejaron solo en esto,triste
no se si contarte pero me fui de la reunion antes porque no podia mas y quisiera que alguien me ayudara,triste
te cuento que mi pareja me sorprendio y no puedo evitarlo,feliz
mira me siento solo aunque este rodeado de gente de verdad,triste
en este momento tengo ansiedad por lo que viene esta semana,miedo
lo que es cierto es que me hace muy bien sentirme asi,feliz
parce me usaron cuando les convenia y despues nada,enojo
parce estoy que no me la creo,feliz
es que la incertidumbre me tiene paralizado sinceramente,miedo
en serio mi grupo de trabajo funciono muy bien y eso me tiene mal,feliz
me angustia no saber si estoy en el camino correcto bro,miedo
sinceramente siento que no tengo control de nada y necesito que alguien me entienda,miedo
ahora mismo tengo ansiedad por lo que viene y me afecta mucho,miedo
parce me tienen muy mamado con esa vuelta,enojo
me dieron la beca de la universidad publica de verdad,feliz
me da pena decirlo pero me mandaron buenas noticias por whatsapp de verdad,feliz
oye me canse de ser el que siempre aguanta,triste
ultimamente siento mucha presion por todo lo que paso,miedo
la verdad todo salio excelente en este momento,feliz
me independice por fin la verdad,feliz
de verdad no puedo creer que hayas hecho eso,enojo
en serio me siento muy achantado hoy y no es facil,triste
es que me da miedo pedir ayuda la verdad,miedo
te cuento que estoy muy cansado de lucharla solo y no es facil,triste
te cuento que me aterra quedar mal frente a todos la verdad,miedo
ahora mismo hoy fue un gran dia y no se que hacer,feliz
ahora mismo no logre lo que esperaba y necesito que alguien me entienda,triste
no se si contarte pero alguien me entendio sin que yo explicara mucho y no se que hacer,feliz
la verdad estoy muy mamado de todo y no se que hacer,triste
ahora mismo no se si actue bien y eso no me deja tranquilo y trato de disimularlo,miedo
me dejo mi novia y estoy muy bajoneado y no se que hacer,triste
mira lo que paso tengo panico de que me pregunten algo frente a todos y eso me tiene mal,miedo
me siento muy bien por todo sin duda,feliz
mira me embargaron la cuenta y no entiendo por que y me cuesta mucho,miedo
la verdad es que me indigna mucho tu comportamiento sin excusas,enojo
es que me da mucho miedo no estar listo,miedo
es que hoy todo el transporte me funciono perfecto pero bueno,feliz
lo que pasa es que hoy me senti comodo siendo yo mismo y no lo digo seguido,feliz
me graduo el sabado en el paraninfo hermano,feliz
sinceramente me siento excelente con todo lo que paso,feliz
te cuento que me cancelaron a ultimo momento sinceramente,enojo
desde ayer me siento increible por todo lo que paso,feliz
hoy siento que no tengo control de nada de verdad,miedo
sinceramente me da pena hablar en publico y manana me toca y no se que hacer,miedo
la verdad encontre algo que habia perdido hace tiempo y nadie lo entiende,feliz
en serio me paraliza no saber cual es el camino correcto,miedo
para serte honesto me preocupa tanto que no puedo dormir todo el tiempo,miedo
te digo que estoy muy satisfecho con todo lo hecho sin duda,feliz
la verdad me pelee con mi mejor amigo y me duele mucho,triste
ultimamente hoy el clima estuvo perfecto,feliz
en serio me echaron la culpa de algo que hizo otro,enojo
fijate que me cambiaron las condiciones a ultimo momento y ya,enojo
honestamente estoy demasiado molesto y estoy cansado,enojo
no te miento por fin lo logre de verdad,feliz
hoy me tiene muy cansado esta gente y me tiene mal,enojo
sinceramente tengo miedo de caerle mal sin querer y no se como manejarlo,miedo
bro me dicen que me esfuerce mas cuando ya doy todo y me cuesta aceptarlo,enojo
te cuento que me mintieron descaradamente en la cara pero bueno,enojo
estoy muy apenado con lo que paso y quisiera que no fuera así,triste
lo que pasa es que minimizaron lo que sentia,enojo
ultimamente me da demasiada rabia todo el tiempo,enojo
ultimamente estoy disfrutando mucho,feliz
hoy me hicieron sentir que molestaba y ya,enojo
realmente que problema tan absurdo,enojo
hermano salimos a rumbear y la pase muy bien pero bueno,feliz
mira me encontre plata en un bolsillo que no sabia y me cuesta aceptarlo,feliz
es que me da panico enviar ese mensaje y quedar mal,miedo
en este momento me siento increible de verdad,feliz
te cuento que llegue y me dijeron que no habia cupo y me tiene mal,enojo
sinceramente me hicieron una videollamada sorpresa y trato de disimularlo,feliz
ahora mismo estoy demasiado molesto esta semana,enojo
hoy no me dejaron terminar de hablar la verdad,enojo
lo que pasa es que estoy muy apenado con lo que resulto y quisiera que no fuera así,triste
no se que va a pasar todo el tiempo,miedo
te cuento que mi abuelo ya no esta y me tiene mal,triste
me robaron el celular y estoy muy mal y me tiene mal,triste
me aprobo el credito el banco hermano,feliz
sabes que que buen resultado tuvimos hoy sin duda,feliz
la verdad siento que cargo con demasiado para mi edad pero bueno,triste
realmente estoy muy preocupado por todo lo que paso,miedo
la verdad es que siento un miedo enorme que no puedo controlar,miedo
en este momento estoy demasiado molesto y me afecta mucho,enojo
en serio no puedo creer que hayan hecho eso y no puedo evitarlo,enojo
fuimos a la finca y fue muy bacano pero bueno,feliz
hoy me case hoy y ya,feliz
hoy tengo panico de que algo que dije llegue a las manos equivocadas y nadie lo entiende,miedo
en serio siento que todos avanzan menos yo y me afecta,triste
sinceramente estoy disfrutando mucho desde hace dias,feliz
desde hace dias me preocupa tanto que no puedo dormir y ya,miedo
la verdad tengo ansiedad otra vez,miedo
tengo ansiedad de aparecer en camara,miedo
desde ayer todo esta empeorando desde hace dias,triste
no se si contarte pero se burlaron de algo que me costo decir y me pesa cargarlo solo,enojo
en serio quede encantado con como salio todo parce,feliz
lo que pasa es que por fin lo logre otra vez,feliz
en este momento me da mucha rabia ultimamente,enojo
hermano me aterra quedar mal frente a todos y no se que hacer,miedo
definitivamente esto arruino mi dia otra vez,enojo
mira no aguanto mas esta situacion y no lo voy a tolerar,enojo
ahora mismo estoy muy preocupado desde hace dias,miedo
lo que pasa es que entregue el proyecto a tiempo pero necesitaba decirlo,feliz
te cuento que hicimos una reunioncita y quedo muy buena de verdad,feliz
fijate que siento que no encajo en ningún lado todo el tiempo,triste
la verdad esto arruino mi dia esta semana,enojo
sinceramente me tiene muy apagado esta situacion,triste
ultimamente ya no aguanto mas y estoy cansado,enojo
ultimamente me dijeron que me quieren y es agotador,feliz
ultimamente me siento completo y ya,feliz
oye me dijeron que cambie como si estuviera mal ser yo y me cuesta mucho,triste
me asusta no saber si voy a conseguir trabajo la verdad,miedo
hoy llegue a tiempo a todo la verdad,feliz
la verdad es que me fue muy mal en el examen y no se como manejarlo,triste
de verdad no voy a tolerar ese comportamiento,enojo
lo que pasa es que me siento muy decaido en este momento y me duele mucho,triste
hoy hoy fue un dia muy chévere parce,feliz
mira lo que paso siento que nadie me toma en serio de verdad,enojo
desde hace dias tengo miedo de decepcionar a todos la verdad,miedo
ultimamente tengo miedo de llegar a cierta edad sin haber logrado nada y no es facil,miedo
oye me salio el traslado que pedi,feliz
no te miento me llamaron de la empresa y no dijeron para que de verdad,miedo
fijate que me pelee con mi mejor amigo y me duele mucho parce,triste
hermano me tiene muy triste esta vuelta la verdad,triste
me da pena que se den cuenta que no entendi,miedo
es que tengo ansiedad de pensar en el futuro y no puedo evitarlo,miedo
estoy muy cansado de lucharla solo pero bueno,triste
mira me siento muy pleno con lo que estoy haciendo,feliz
no tuve ganas de comer y me afecta mucho,triste
fijate que mi pareja me sorprendio y necesito que alguien me entienda,feliz
fijate que me tienen muy hastiado con lo mismo y ya,enojo
definitivamente me siento motivado desde hace dias,feliz
desde ayer me siento horrible hoy y me afecta mucho,triste
es que me saca de quicio esa actitud,enojo
ahora mismo todo salio perfecto otra vez,feliz
la verdad es que siento una soledad enorme que me pesa de verdad,triste
mira tengo miedo de equivocarme y arrepentirme despues y ya,miedo
me dejo mi novio y estoy muy mal y no puedo evitarlo,triste
es que me regalaron algo que queria hace mucho de verdad,feliz
sinceramente perdi tiempo en algo que no valio y eso me pesa,enojo
oye me dejo mi novio y estoy muy mal y no puedo evitarlo,triste
oye nadie hace las cosas bien aqui y ya,enojo
te digo que me pagan mal y me exigen demasiado y nadie lo entiende,enojo
vieja quede encantado con como salio todo y no es facil,feliz
hoy hicimos una reunioncita y quedo muy buena,feliz
definitivamente recibi buenas noticias por todo lo que paso,feliz
oye me salio la receta que estaba intentando la verdad,feliz
la verdad es que me interrumpieron cada vez que hable y me cuesta mucho,enojo
ultimamente termine la semana sin ningun problema y no se que hacer,feliz
me angustia no saber si estoy en el camino correcto y ya,miedo
te digo que estoy muy apenado con lo que paso,triste
hoy tengo los mejores amigos pero no digo nada,feliz
oye me pidieron que fuera a una reunion sin decirme de que y nadie lo sabe,miedo
hermano estoy muy ido hoy no se que me pasa pero bueno,triste
sinceramente me preocupa demasiado esto en este momento,miedo
la verdad es que estoy muy nervioso con todo lo que pasa,miedo
oye tengo algo importante manana y no puedo dormir y ya,miedo
no se si contarte pero termine la semana sin ningun problema y no puedo evitarlo,feliz
te digo que me siento muy motivado y feliz de verdad,feliz
me di cuenta que no me invitaron a la reunion pero ya no puedo mas,triste
la verdad encontre algo que habia perdido hace tiempo,feliz
es que mi abuelo ya no esta y no se que hacer,triste
nadie me dio una respuesta clara y ya,enojo
para serte honesto tengo miedo de que me alejen si se dan cuenta como soy sinceramente,miedo
te digo que hoy me senti muy bien conmigo mismo y nadie lo entiende,feliz
la verdad odio esta situacion en este momento,enojo
sinceramente me preocupa demasiado esto y me afecta mucho,miedo
es que no puedo creer que hayas hecho eso y eso no esta bien,enojo
sinceramente me hicieron perder el tiempo ultimamente,enojo
mira estoy que no me la creo la verdad,feliz
de verdad me da una ira terrible,enojo
no puedo evitar que estoy muy asustado con la situacion y no se que hacer,miedo
sinceramente me tocó repetir el tramite porque perdieron mis papeles y no puedo evitarlo,enojo
ahora mismo me quede callado cuando debi haber hablado y me pesa cargarlo solo,triste
fijate que me siento muy bien conmigo mismo la verdad,feliz
hoy me tiene muy angustiado esa situacion de verdad,miedo
es que estoy muy bacano con la noticia y me cuesta mucho,feliz
fijate que me escribieron solo para reclamarme y no se como manejarlo,enojo
lo que pasa es que no entendi el tono del mensaje y me confundi,triste
para serte honesto tengo miedo de que me juzguen,miedo
me mandaron al último en la lista,triste
vieja me pone muy ansioso pensar en eso parce,miedo
realmente estoy agotado emocionalmente todo el tiempo,triste
ultimamente me excluyeron de la decision sin explicacion y no lo digo seguido,enojo
la verdad es que eso estuvo muy mal de tu parte,enojo
te digo que me duele mucho haber llegado a esto y me duele mucho,triste
me pusieron a hacer el trabajo de todos hermano,enojo
la verdad es que siento una angustia muy grande ahora,miedo
hoy me mandaron un mensaje muy agresivo y quisiera que alguien me ayudara,enojo
sinceramente la vida esta siendo buena conmigo y no se que hacer,feliz
hoy me tiene muy desanimado todo esto,triste
mira mi mejor amigo se fue a vivir lejos la verdad,triste
oye me molesta mucho que hagas eso y no lo entiendo,enojo
la verdad es que tuve que fingir que estaba bien toda la noche y me cuesta mucho,triste
oye no es la primera vez y eso me tiene agotado pero ya no puedo mas,enojo
me quede sin trabajo y no se que hacer de verdad,triste
no te miento me hicieron sentir que molestaba y nadie lo sabe,enojo
no se si contarte pero publico algo que me dejo muy mal y no se como manejarlo,triste
te juro que el profesor me felicito por el trabajo y me pesa cargarlo solo,feliz
la verdad es que publicaron algo mio sin pedirme permiso y no puedo evitarlo,enojo
en serio cambiaron las reglas sin avisarme y trato de disimularlo,enojo
no se me salio todo bien y no me lo esperaba,feliz
en serio me siento muy decaido en este momento y no se como seguir,triste
ultimamente me dejaron solo en esto otra vez,triste
sinceramente estoy muy triste con la situacion actual,triste
realmente odio esta situacion ultimamente,enojo
vieja estoy muy nervioso con esa vuelta y nadie lo sabe,miedo
oye tengo miedo de que no me entiendan pero ya no puedo mas,miedo
mira consegui apartamento en arriendo bien precio y no se que hacer,feliz
lo que pasa es que me siento muy desanimado hoy y no lo puedo superar,triste
estoy muy feliz con el camino que tome sin duda,feliz
en serio no se si actue bien y eso no me deja tranquilo y me pesa cargarlo solo,miedo
