text,emotion
la verdad tengo miedo de fallar y no se que hacer,miedo
la verdad es que estoy muy nervioso y no puedo calmarme y me tiene muy nervioso,miedo
desde ayer todo me pone mal y no se que hacer,triste
desde ayer me siento destruido y me afecta mucho,triste
me siento solo y muy triste y no se como seguir,triste
ahora mismo me siento nervioso desde hace dias,miedo
ahora mismo me siento lleno de energia desde hace dias,feliz
estoy muy angustiado con las noticias de hoy y no se que hacer,miedo
ultimamente estoy muy preocupado otra vez,miedo
en serio que dia tan bueno fue hoy sin duda,feliz
ultimamente ya no tengo ganas otra vez,triste
que actitud tan mala la tuya,enojo
siento un vacio enorme dentro de mi de verdad,triste
definitivamente estoy muy preocupado ultimamente,miedo
de verdad me siento muy bien por todo,feliz
no puedo evitar que siento un temor muy grande ahora mismo de verdad,miedo
esto es injusto y me afecta mucho,enojo
la verdad me siento muy feliz esta semana,feliz
sinceramente no puedo creer lo que hiciste y ya me canse,enojo
ultimamente todo me da miedo en este momento,miedo
me entristece mucho esta situacion,triste
desde ayer me siento nervioso otra vez,miedo
en serio me entristece mucho la distancia entre nosotros y no lo puedo superar,triste
oye eso estuvo muy mal hecho y no lo voy a tolerar,enojo
que mal comportamiento tienes y me parece muy mal,enojo
sinceramente me cansas con tanta excusa y ya me canse,enojo
estoy muy alegre con lo que vivo,feliz
me duele mucho saber que ya no esta,triste
en serio que alegria tan grande la que siento en serio,feliz
estoy muy bajoneado con la noticia,triste
estoy muy triste y no quiero nada y me duele mucho,triste
la verdad nada tiene sentido en este momento,triste
hoy estoy muy emocionado con esto y estoy muy contento,feliz
la verdad es que me enoja mucho lo que dijiste sin excusas,enojo
desde ayer tengo mucho miedo en este momento,miedo
sabes que estoy muy feliz con los resultados y es lo mejor que me paso,feliz
ultimamente no se que va a pasar desde hace dias,miedo
desde ayer nada tiene sentido en este momento,triste
sinceramente estoy agradecido por todo en este momento,feliz
la verdad que problema tan absurdo todo el tiempo,enojo
me da mucha alegria saber eso,feliz
la verdad es que me duele mucho lo que significa esto y me duele mucho,triste
estoy muy contento con lo logrado sin duda,feliz
definitivamente me siento excelente hoy por todo lo que paso,feliz
realmente ya no aguanto mas y estoy cansado,enojo
es que me tienen harto con tanta mentira,enojo
sabes que estoy muy contento con lo que paso y estoy muy contento,feliz
me da mucho miedo no estar listo y no se que hacer,miedo
ahora mismo tengo ansiedad por lo que viene otra vez,miedo
me aterra pensar en perder el control y no puedo calmarlo,miedo
en este momento siento demasiado temor por todo lo que paso,miedo
tengo panico de que algo me pase,miedo
la verdad tengo mucho miedo y no puedo dormir,miedo
definitivamente me preocupa demasiado esto y me afecta mucho,miedo
definitivamente estoy muy preocupado y no se que hacer,miedo
siento una angustia muy grande ahora,miedo
que bonito dia fue este para todos de verdad,feliz
de verdad estoy muy apenado y sin palabras y me duele mucho,triste
que situacion tan frustrante esta,enojo
siento una angustia muy grande ahora y no puedo calmarlo,miedo
eso no estuvo bien para nada,enojo
definitivamente me siento feliz con todo lo que paso,feliz
en este momento estoy demasiado cansado desde hace dias,triste
en este momento me siento excelente y eso me alegra,feliz
estoy muy nervioso y asustado por todo y me tiene muy nervioso,miedo
es que estoy muy angustiado con todo esto y me tiene muy nervioso,miedo
hoy me siento tranquilo y feliz esta semana,feliz
definitivamente me siento increible en este momento,feliz
realmente esto me molesta demasiado otra vez,enojo
es que no puedo con esta rabia que siento de verdad,enojo
sinceramente estoy muy preocupado y con miedo y eso me preocupa mucho,miedo
realmente estoy agotado emocionalmente ultimamente,triste
que alegria tan grande la mia,feliz
siento una pena enorme que no pasa,triste
definitivamente siento mucha presion por todo lo que paso,miedo
siento panico de lo que puede ocurrir,miedo
en este momento no se que va a pasar otra vez,miedo
honestamente odio esta situacion de verdad,enojo
estoy muy agradecido con todos en serio,feliz
la verdad me encanta este momento,feliz
ultimamente tengo mucho miedo,miedo
siento un miedo terrible ahora mismo,miedo
en serio me duele mucho haberlo perdido y no lo puedo superar,triste
definitivamente estoy muy preocupado esta semana,miedo
me siento muy contento con la vida y es lo mejor que me paso,feliz
estoy muy feliz con mi vida y es lo mejor que me paso,feliz
sinceramente estoy emocionado en este momento,feliz
es que me aterra no tener el control de nada y no se que hacer,miedo
ahora mismo estoy muy contento desde hace dias,feliz
sinceramente me siento muy mal por todo lo vivido y no se como seguir,triste
me duele mucho haber fallado en eso,triste
la verdad me siento vacio desde hace dias,triste
siento que ya no tengo fuerzas para nada de verdad,triste
la verdad es que que mal comportamiento tienes de verdad,enojo
ultimamente estoy muy contento otra vez,feliz
estoy muy agradecido por este momento sin duda,feliz
en serio estoy harto de esto y eso empeora todo,enojo
sinceramente me aterra no tener el control de nada y me tiene muy nervioso,miedo
realmente estoy agotado emocionalmente ultimamente,triste
la verdad me duele mucho esto y me afecta mucho,triste
lo que pasa es que me siento muy solo en este momento,triste
estoy muy triste y sin animo de nada y me duele mucho,triste
ahora mismo me da mucha rabia desde hace dias,enojo
la verdad es que no puedo creer tu irresponsabilidad,enojo
ultimamente estoy disfrutando mucho en este momento,feliz
realmente hoy fue maravilloso otra vez,feliz
hoy todo esta funcionando bien desde hace dias,feliz
definitivamente estoy cansado mentalmente desde hace dias,triste
sinceramente me da terror pensar en esa posibilidad,miedo
ultimamente estoy demasiado molesto desde hace dias,enojo
te digo que me siento muy bien con todo,feliz
te digo que siento que algo muy importante se perdio de verdad,triste
sinceramente me siento vacio y no se que hacer,triste
que rabia me da todo esto y eso no esta bien,enojo
ahora mismo estoy agotado emocionalmente otra vez,triste
sinceramente esto es injusto desde hace dias,enojo
la verdad me siento inseguro en este momento,miedo
la verdad es que siento una angustia muy grande ahora,miedo
oye me enfurece tu actitud,enojo
es que que caradureza la tuya y ya me canse,enojo
tengo panico de que algo me pase y no puedo calmarlo,miedo
la verdad me siento muy feliz todo el tiempo,feliz
te digo que estoy muy apenado y sin palabras de verdad,triste
la verdad es que me siento muy bien en este momento,feliz
la verdad recibi buenas noticias y me afecta mucho,feliz
hoy estoy demasiado preocupado otra vez,miedo
estoy muy emocionado con esto,feliz
en serio estoy muy feliz con el resultado y es lo mejor que me paso,feliz
me da mucho miedo el futuro de verdad,miedo
en serio me entristece mucho la situacion,triste
mira no te soporto mas y no lo voy a tolerar,enojo
me aterra no saber como va a terminar,miedo
sinceramente estoy muy triste y no se que hacer de verdad,triste
tengo miedo de lo que no puedo ver y no puedo calmarlo,miedo
oye que caradureza la tuya y me parece muy mal,enojo
realmente me siento sin energia desde hace dias,triste
desde ayer todo me afecta demasiado ultimamente,triste
desde ayer me siento sin energia desde hace dias,triste
sabes que me pone de buen humor todo hoy,feliz
hoy tengo panico y eso me preocupa,miedo
desde ayer todo me hace enojar por todo lo que paso,enojo
la verdad es que que noticia tan buena me dieron,feliz
me tiene harto tu falta de respeto y no lo entiendo,enojo
hoy esto me molesta demasiado esta semana,enojo
que buena noticia me alegra el dia sin duda,feliz
me siento muy bien con todo sin duda,feliz
me duele mucho esta situacion,triste
realmente me siento horrible en este momento,triste
la verdad todo salio mal y no se que hacer,triste
no puedo mas con esta situacion y eso no esta bien,enojo
definitivamente me siento increible y me encanta,feliz
que buena racha estoy teniendo en serio,feliz
siento un vacio muy grande en mi,triste
es que eres completamente irresponsable y eso no esta bien,enojo
ya no se que hacer en este momento,triste
te digo que estoy muy angustiado por todo esto y me tiene muy nervioso,miedo
realmente estoy agotado emocionalmente todo el tiempo,triste
me asusta mucho lo que podria pasar de verdad,miedo
ultimamente tengo ansiedad y eso me preocupa,miedo
que impotencia siento ahora y no lo entiendo,enojo
definitivamente esto arruino mi dia desde hace dias,enojo
me aterra pensar en lo que puede ocurrir y no puedo calmarlo,miedo
desde ayer estoy agotado emocionalmente y no se que hacer,triste
me duele mucho lo que me dijeron,triste
te juro que me saca de quicio tu actitud y eso no esta bien,enojo
sinceramente estoy muy triste y no puedo dormir y no lo puedo superar,triste
la verdad estoy demasiado molesto y me afecta mucho,enojo
te digo que estoy muy apesadumbrado con las noticias y quisiera que no fuera así,triste
ahora mismo siento demasiado temor ultimamente,miedo
sinceramente tengo miedo de cometer un error grave,miedo
estoy muy contento con los avances,feliz
desde ayer me sacaron la paciencia en este momento,enojo
estoy emocionado con las noticias de verdad,feliz
hoy me siento muy triste todo el tiempo,triste
es que tengo panico de enfrentar esto solo y me tiene muy nervioso,miedo
estoy muy feliz con los resultados sin duda,feliz
en este momento me hicieron perder el tiempo y no se que hacer,enojo
la verdad me siento orgulloso ultimamente,feliz
te digo que me asusta mucho lo que podria pasar,miedo
sabes que que buena suerte la mia hoy y estoy muy contento,feliz
la verdad es que que felicidad tan grande siento ahora sin duda,feliz
definitivamente odio esta situacion esta semana,enojo
la verdad estoy harto de todo y me afecta mucho,enojo
hoy me siento increible esta semana,feliz
siento mucha angustia en este momento y no se que hacer,miedo
en este momento me hicieron perder el tiempo desde hace dias,enojo
lo que es cierto es que estoy muy feliz con mis logros y es lo mejor que me paso,feliz
hoy esto arruino mi dia en este momento,enojo
me asusta mucho no saber que hacer y no puedo calmarlo,miedo
me tiene harto tu falta de respeto y no lo entiendo,enojo
te digo que me asusta mucho pensar en el futuro,miedo
lo que es cierto es que estoy muy feliz y emocionado,feliz
te digo que que buen trabajo hiciste hoy,feliz
que bonita sorpresa me llevé hoy,feliz
me alegra muchisimo lo que paso,feliz
siento una tristeza que no puedo superar,triste
no puedo creer que que falta de respeto tan grande y no lo voy a tolerar,enojo
estoy muy asustado con lo que se avecina,miedo
ahora mismo me siento derrotado y me afecta mucho,triste
lo que pasa es que me decepciono mucho lo que hiciste y no lo entiendo,enojo
ultimamente todo salio mal y no se que hacer,triste
te digo que siento un miedo enorme que no puedo controlar y no puedo calmarlo,miedo
me alegra mucho saber eso sin duda,feliz
ultimamente ya no aguanto mas y estoy cansado,enojo
definitivamente tengo miedo de fallar desde hace dias,miedo
de verdad que suerte tan grande la mia en serio,feliz
de verdad me tienes agotado con tus cosas y me parece muy mal,enojo
te digo que me duele mucho lo que dijiste,triste
de verdad ya basta con esa actitud y me parece muy mal,enojo
ahora mismo estoy muy contento y eso me alegra,feliz
desde ayer no aguanto mas otra vez,enojo
sinceramente me tienen harto con esto y me afecta mucho,enojo
sinceramente tengo miedo de que todo se derrumbe y eso me preocupa mucho,miedo
ahora mismo odio esta situacion y estoy cansado,enojo
honestamente no te lo voy a perdonar tan facil y ya me canse,enojo
nada tiene sentido,triste
realmente esto me molesta demasiado otra vez,enojo
me da pavor la incertidumbre que siento y no se que hacer,miedo
la verdad es que que manera tan irresponsable de actuar de verdad,enojo
desde ayer que problema tan absurdo esta semana,enojo
es que no tolero mas esta situacion y ya me canse,enojo
ya no se que hacer y no se que hacer,triste
ahora mismo tengo mucho miedo todo el tiempo,miedo
desde ayer no tengo ganas de nada otra vez,triste
definitivamente me siento horrible hoy otra vez,triste
la verdad es que siento una melancolia muy grande ahora,triste
no puedo creer que me saca de quicio tu actitud y punto,enojo
la verdad esto es injusto y no se que hacer,enojo
la verdad me preocupa demasiado esto y no se que hacer,miedo
te juro que no puedo con esta rabia que siento sin excusas,enojo
te digo que estoy muy bajo de animo y sin ganas de verdad,triste
la verdad es que me entristece mucho esta situacion y no se como seguir,triste
estoy muy triste con el resultado de verdad,triste
la verdad me duele mucho esto otra vez,triste
me siento muy orgulloso de lo logrado,feliz
en serio me entristece mucho la situacion de verdad,triste
te digo que estoy muy contento y agradecido,feliz
siento que las cosas nunca mejoran de verdad,triste
en este momento estoy emocionado desde hace dias,feliz
sinceramente tengo miedo de fallar desde hace dias,miedo
la verdad todo esta empeorando todo el tiempo,triste
estoy muy angustiado por todo esto,miedo
realmente estoy realmente frustrado ultimamente,enojo
te digo que me siento muy bien con todo,feliz
la verdad estoy muy enojado y eso empeora todo,enojo
sabes que me alegra ver que todo salio bien y estoy muy contento,feliz
sinceramente esto me molesta demasiado y me afecta mucho,enojo
la verdad es que siento un temor constante que no desaparece y no puedo calmarlo,miedo
no puedo creer que eres un irresponsable total en serio,enojo
me hace muy bien sentirme asi y estoy muy contento,feliz
hoy me siento decepcionado ultimamente,triste
definitivamente no quiero salir solo otra vez,miedo
que buena noticia me alegra el dia,feliz
en este momento me sacaron la paciencia desde hace dias,enojo
honestamente ya no aguanto mas y eso empeora todo,enojo
te digo que siento tristeza cuando pienso en eso y no lo puedo superar,triste
en serio estoy muy bajoneado con todo y no se como seguir,triste
ahora mismo esto me molesta demasiado en este momento,enojo
hoy me siento furioso,enojo
siento una melancolía muy profunda y quisiera que no fuera así,triste
la verdad me siento orgulloso ultimamente,feliz
me siento muy dichoso en este momento y estoy muy agradecido,feliz
ahora mismo todo me hace enojar por todo lo que paso,enojo
no puedo evitar que siento panico cuando pienso en eso y no puedo calmarlo,miedo
me da mucho miedo la situacion actual y no puedo calmarlo,miedo
mira me enfurece tu actitud y ya me canse,enojo
ahora mismo me siento excelente hoy y no se que hacer,feliz
te digo que me pone feliz ver tu progreso,feliz
realmente todo salio perfecto desde hace dias,feliz
que alegria tan grande la que siento,feliz
oye me indigna mucho tu comportamiento y eso no esta bien,enojo
mira no puedo mas con esta situacion y ya me canse,enojo
de verdad me decepciona mucho tu actitud de verdad,enojo
ultimamente hoy fue un gran dia todo el tiempo,feliz
estoy muy feliz con el camino que tome,feliz
lo que pasa es que estoy muy decaido y sin fuerzas y no se como seguir,triste
la verdad siento demasiado temor,miedo
es que tengo temor de que todo salga mal,miedo
la verdad esto arruino mi dia en este momento,enojo
sinceramente me preocupa el futuro todo el tiempo,miedo
definitivamente estoy disfrutando mucho y eso me alegra,feliz
la verdad es que que maravilloso momento estoy viviendo de verdad,feliz
de verdad me molesta mucho que hagas eso y punto,enojo
hoy estoy muy agradecido con todos y estoy muy contento,feliz
en este momento ya no tengo ganas todo el tiempo,triste
estoy muy nervioso y asustado,miedo
no puedo evitar que estoy muy asustado y no se que hacer y me tiene muy nervioso,miedo
hoy todo salio mal ultimamente,triste
definitivamente esto arruino mi dia desde hace dias,enojo
me da mucha rabia esta semana,enojo
lo que pasa es que no se como aguantarte tanto y ya me canse,enojo
no puedo evitar que estoy muy asustado de perder lo que amo,miedo
realmente estoy muy enojado y estoy cansado,enojo
la verdad es que estoy muy feliz con los resultados de verdad,feliz
sinceramente me duele mucho todo lo que ocurrio,triste
realmente me siento increible y no se que hacer,feliz
es que me asusta mucho lo que podria pasar,miedo
sinceramente me tienes cansado con eso y ya me canse,enojo
siento una angustia que me paraliza y eso me preocupa mucho,miedo
sinceramente esto arruino mi dia por todo lo que paso,enojo
siento una ansiedad tremenda ahora y eso me preocupa mucho,miedo
estoy muy apenado y no puedo superarlo,triste
te juro que me frustra muchisimo esto,enojo
ahora mismo me sacaron la paciencia desde hace dias,enojo
hoy me siento muy bien en este momento,feliz
ahora mismo esto arruino mi dia desde hace dias,enojo
no puedo creer que eres un egoista de primera,enojo
oye que estupidez lo que hiciste y me parece muy mal,enojo
definitivamente estoy muy enojado ultimamente,enojo
me aterra no saber como va a terminar y no se que hacer,miedo
siento un vacio enorme dentro de mi y me duele mucho,triste
sinceramente tengo panico de enfrentar esto solo de verdad,miedo
me siento muy triste desde hace dias,triste
no puedo creer que no puedo mas con esta situacion y no lo voy a tolerar,enojo
la verdad todo salio perfecto todo el tiempo,feliz
sinceramente tengo miedo de hablar,miedo
lo que pasa es que que irresponsable eres en serio sin excusas,enojo
siento una pena enorme que no pasa y no lo puedo superar,triste
estoy muy bajo de animo hoy,triste
ultimamente estoy agotado emocionalmente por todo lo que paso,triste
definitivamente tengo mucho miedo otra vez,miedo
realmente esto arruino mi dia ultimamente,enojo
en este momento ya me canse de esto y me afecta mucho,enojo
te juro que me agota tu comportamiento en serio,enojo
ahora mismo estoy muy contento en este momento,feliz
ultimamente me siento horrible todo el tiempo,triste
realmente me duele mucho esto y me afecta mucho,triste
me da mucho miedo estar solo en esto,miedo
me da ira tu actitud sin excusas,enojo
sinceramente me duele mucho esto desde hace dias,triste
ahora mismo me siento feliz ultimamente,feliz
realmente todo me irrita todo el tiempo,enojo
te digo que que felicidad tan grande siento ahora y es lo mejor que me paso,feliz
me siento muy triste y sin motivacion y me duele mucho,triste
en este momento no se que va a pasar otra vez,miedo
no puedo evitar que tengo un miedo que no me deja pensar,miedo
hoy me hicieron perder el tiempo por todo lo que paso,enojo
realmente ya no quiero hablar,triste
siento una preocupacion enorme ahora,miedo
ultimamente estoy muy contento y no se que hacer,feliz
ahora mismo estoy demasiado molesto esta semana,enojo
sinceramente ya me canse de esto esta semana,enojo
sinceramente siento que perdi algo muy importante y no se como seguir,triste
te digo que siento el corazon muy apesadumbrado y me duele mucho,triste
sinceramente estoy muy contento ultimamente,feliz
es que tengo panico de que algo me pase,miedo
la verdad tengo ansiedad por todo lo que pasa,miedo
desde ayer me preocupa el futuro todo el tiempo,miedo
te digo que me da mucha alegria saber eso,feliz
hoy ya no quiero hablar desde hace dias,triste
en serio estoy muy feliz con los resultados y estoy muy agradecido,feliz
hoy me hicieron perder el tiempo de verdad,enojo
siento el alma muy pesada hoy y no lo puedo superar,triste
realmente tengo ansiedad ultimamente,miedo
en este momento no quiero salir solo esta semana,miedo
estoy muy triste y no se que hacer,triste
siento una tristeza muy grande ahora,triste
ultimamente odio esta situacion de verdad,enojo
siento un vacio enorme dentro de mi,triste
sinceramente todo me afecta demasiado desde hace dias,triste
te digo que tengo un presentimiento malo muy fuerte y no puedo calmarlo,miedo
sinceramente tengo mucho miedo,miedo
no puedo mas con esta situacion y punto,enojo
ahora mismo esto arruino mi dia y no se que hacer,enojo
te digo que siento que algo esta muy mal y me asusta,miedo
estoy muy triste y no puedo dormir,triste
la verdad es que estoy furioso contigo,enojo
desde ayer estoy agradecido por todo y me afecta mucho,feliz
en serio me duele el corazon con lo que paso y me duele mucho,triste
te juro que que irresponsable eres con todo y ya me canse,enojo
ahora mismo me siento nervioso ultimamente,miedo
sinceramente no te lo voy a perdonar tan facil,enojo
ahora mismo me preocupa el futuro en este momento,miedo
me da mucho miedo estar solo en esto,miedo
estoy muy feliz con el camino que tome,feliz
ahora mismo no aguanto mas por todo lo que paso,enojo
definitivamente odio esta situacion en este momento,enojo
quiero estar solo y me afecta mucho,triste
no se como aguantarte tanto,enojo
ahora mismo todo esta saliendo bien en este momento,feliz
desde ayer tengo miedo de fallar por todo lo que pasa,miedo
me siento muy feliz con mi familia,feliz
lo que es cierto es que que buenas noticias me llegaron hoy,feliz
me siento muy afortunado y estoy muy agradecido,feliz
hoy esto me molesta mucho en este momento,enojo
desde ayer me encanta este momento ultimamente,feliz
siento panico de lo que puede ocurrir y eso me preocupa mucho,miedo
de verdad que buen dia tuve hoy en serio sin duda,feliz
en este momento estoy pasando un gran momento esta semana,feliz
ahora mismo estoy muy enojado,enojo
sinceramente estoy muy enojado y no se que hacer,enojo
de verdad que dia tan especial fue hoy para mi y es lo mejor que me paso,feliz
ahora mismo hoy fue maravilloso esta semana,feliz
estoy en el mejor momento de mi vida y no lo puedo creer,feliz
ahora mismo me siento motivado y me afecta mucho,feliz
me parece terrible lo que hiciste y me parece muy mal,enojo
la verdad es que que bonito momento vivimos hoy,feliz
la verdad esto me molesta mucho ultimamente,enojo
realmente estoy demasiado molesto desde hace dias,enojo
me da mucha alegria saber eso y es lo mejor que me paso,feliz
estoy muy deprimido en este momento y quisiera que no fuera así,triste
la verdad hoy fue maravilloso por todo lo que paso,feliz
ultimamente estoy pasando un gran momento y me afecta mucho,feliz
hoy me tienen harto con esto ultimamente,enojo
estoy muy nervioso por lo que puede pasar de verdad,miedo
estoy muy triste con lo que resulto de verdad,triste
oye me parece increible tu actitud,enojo
no entiendo como puedes actuar asi,enojo
que descarado eres en serio,enojo
hoy me siento increible en este momento,feliz
ultimamente estoy disfrutando mucho de verdad,feliz
me asusta mucho la situacion actual de verdad,miedo
definitivamente me siento motivado en este momento,feliz
me alegra mucho saber eso,feliz
ultimamente me siento vacio esta semana,triste
desde ayer estoy realmente frustrado todo el tiempo,enojo
ultimamente ya no se que hacer,triste
tengo mucho temor de lo que viene,miedo
en este momento estoy muy emocionado y me afecta mucho,feliz
de verdad siento que el tiempo no cura esto y no se como seguir,triste
ultimamente estoy demasiado cansado por todo lo que paso,triste
en serio estoy muy feliz con el resultado y estoy muy agradecido,feliz
me entristece mucho esta situacion,triste
sinceramente no se como aguantarte tanto,enojo
ahora mismo no soporto esta situacion,enojo
honestamente no puedo creer que hayas hecho eso en serio,enojo
ahora mismo me siento inseguro y eso me preocupa,miedo
realmente me hicieron perder el tiempo y me afecta mucho,enojo
la verdad estoy agotado emocionalmente ultimamente,triste
la verdad no tengo ganas de nada otra vez,triste
me da mucho miedo lo que puede pasar y no se que hacer,miedo
eso estuvo muy mal hecho en serio,enojo
en serio estoy muy alegre con lo que vivo de verdad,feliz
mira siento una rabia horrible ahora mismo sin excusas,enojo
hoy todo salio perfecto desde hace dias,feliz
la verdad es que siento un vacio que no puedo llenar,triste
ultimamente me siento sin energia y no se que hacer,triste
te digo que siento un miedo enorme que no puedo controlar,miedo
hoy me siento furioso esta semana,enojo
ahora mismo tengo mucho miedo por todo lo que pasa,miedo
recibi buenas noticias otra vez,feliz
la verdad todo me hace enojar desde hace dias,enojo
definitivamente esto me molesta mucho de verdad,enojo
te digo que siento una soledad muy grande ahora y no se como seguir,triste
en este momento me siento nervioso desde hace dias,miedo
me da terror pensar que no hay salida y eso me preocupa mucho,miedo
en este momento me siento decepcionado ultimamente,triste
la verdad todo me afecta demasiado por todo lo que paso,triste
te digo que que buena experiencia fue esa y estoy muy contento,feliz
me molesta tu falta de consideracion de verdad,enojo
tengo miedo de lo que no puedo ver,miedo
te digo que me siento muy triste y sin motivacion de verdad,triste
lo que pasa es que siento que perdi algo muy importante y no se como seguir,triste
es que que fastidio me da esta situacion,enojo
ultimamente tengo miedo de fallar desde hace dias,miedo
realmente ya no aguanto mas otra vez,enojo
es que me decepciona mucho tu actitud y eso no esta bien,enojo
en este momento siento mucha presion en este momento,miedo
me molesta mucho que hagas eso,enojo
ultimamente quiero estar solo y no se que hacer,triste
realmente me da mucha rabia y no se que hacer,enojo
realmente estoy muy contento desde hace dias,feliz
honestamente me da mucha rabia lo que hiciste de verdad,enojo
sabes que me alegra ver que todo salio bien,feliz
sinceramente siento un vacio que no puedo llenar,triste
de verdad estoy muy contento con lo que paso en serio,feliz
hoy me siento destruido por todo lo que paso,triste
honestamente ya no aguanto mas y eso empeora todo,enojo
lo que pasa es que siento una tristeza que me invade todo de verdad,triste
definitivamente estoy muy enojado todo el tiempo,enojo
la verdad tengo ansiedad en este momento,miedo
ultimamente esto arruino mi dia todo el tiempo,enojo
ultimamente me siento horrible y no se que hacer,triste
es que me tienes cansado con eso,enojo
estoy muy angustiado con las noticias de hoy y eso me preocupa mucho,miedo
me siento muy feliz ahora mismo,feliz
sinceramente estoy demasiado cansado en este momento,triste
sinceramente me sacaron la paciencia,enojo
que bonito momento vivimos hoy de verdad,feliz
ahora mismo tengo ansiedad por lo que viene todo el tiempo,miedo
en este momento todo me hace enojar en este momento,enojo
te juro que no se puede confiar en ti de verdad,enojo
definitivamente todo me hace enojar en este momento,enojo
ahora mismo odio esta situacion todo el tiempo,enojo
desde ayer me siento destruido todo el tiempo,triste
estoy muy apenado con lo que paso,triste
tengo un miedo horrible que no me deja y me tiene muy nervioso,miedo
la verdad es que estoy muy emocionado con lo que viene,feliz
sabes que que alegria tan grande la que siento sin duda,feliz
realmente esto arruino mi dia otra vez,enojo
honestamente que fastidio me da esta situacion en serio,enojo
hoy me siento feliz desde hace dias,feliz
la verdad es que hoy fue un dia increible,feliz
sinceramente estoy muy triste y no quiero nada,triste
sinceramente no tengo ganas de nada otra vez,triste
en este momento estoy muy contento ultimamente,feliz
desde ayer esto arruino mi dia todo el tiempo,enojo
lo que pasa es que me duele mucho haber fallado en eso de verdad,triste
la verdad estoy disfrutando mucho en este momento,feliz
sinceramente que problema tan absurdo y no se que hacer,enojo
desde ayer ya no tengo ganas todo el tiempo,triste
siento una tristeza muy grande ahora y quisiera que no fuera así,triste
me da mucha alegria saber eso en serio,feliz
la verdad estoy harto de esto ultimamente,enojo
en serio me decepciono mucho lo que hiciste y no lo voy a tolerar,enojo
realmente ya no aguanto mas desde hace dias,enojo
hoy todo me irrita desde hace dias,enojo
no puedo evitar que tengo mucho miedo de lo desconocido,miedo
te digo que estoy muy angustiado con todo esto y no se que hacer,miedo
es que no te soporto mas y ya me canse,enojo
tengo miedo de que todo se derrumbe,miedo
me siento muy mal con lo que paso y quisiera que no fuera así,triste
sinceramente me saca de quicio tu actitud,enojo
en serio esto me molesta mucho otra vez,enojo
realmente ya no aguanto mas otra vez,enojo
no puedo creer que me decepciona mucho tu actitud y punto,enojo
en este momento no aguanto mas y me afecta mucho,enojo
no puedo creer que me enfurece tu actitud y punto,enojo
sabes que me alegra ver que todo salio bien y es lo mejor que me paso,feliz
en este momento no aguanto mas,enojo
desde ayer me siento sin energia esta semana,triste
sinceramente me siento destruido otra vez,triste
realmente todo esta mejorando de verdad,feliz
tengo una angustia enorme en este momento,miedo
me da alegria ver que todo funciona y estoy muy agradecido,feliz
me siento orgulloso,feliz
te digo que me da mucho miedo estar solo en esto,miedo
sinceramente siento un temor muy grande ahora mismo y no puedo calmarlo,miedo
sinceramente que mal te portas siempre en serio,enojo
desde ayer me siento furioso y me afecta mucho,enojo
estoy muy satisfecho con todo y no lo puedo creer,feliz
siento una angustia que me paraliza de verdad,miedo
sinceramente me siento destruido y no se que hacer,triste
sinceramente estoy muy asustado de tomar esa decision,miedo
sinceramente me siento sin energia otra vez,triste
la verdad es que siento un vacio que no puedo llenar,triste
estoy muy contento con los avances de verdad,feliz
ahora mismo me siento orgulloso en este momento,feliz
ahora mismo me preocupa el futuro todo el tiempo,miedo
hoy me siento decepcionado y me afecta mucho,triste
sinceramente siento que el tiempo no cura esto,triste
sabes que que bonito momento vivimos hoy y estoy muy contento,feliz
realmente me siento incomodo con esto todo el tiempo,miedo
no puedo mas con esta situacion y punto,enojo
de verdad me duele mucho haber llegado a esto,triste
la verdad es que estoy muy nervioso y no puedo calmarme y me tiene muy nervioso,miedo
la verdad es que estoy muy emocionado con esto y estoy muy contento,feliz
la verdad me siento lleno de energia hoy,feliz
estoy muy bajoneado con todo y no se como seguir,triste
realmente me siento destruido y no se que hacer,triste
ultimamente estoy agotado emocionalmente ultimamente,triste
estoy muy asustado con lo que dijiste y eso me preocupa mucho,miedo
realmente hoy fue maravilloso ultimamente,feliz
no puedo creer que eso me parece una irresponsabilidad total,enojo
estoy muy decaido y no quiero hablar,triste
ultimamente siento demasiado temor y no puedo dormir,miedo
es que siento una ansiedad muy fuerte ahora y me tiene muy nervioso,miedo
en este momento no se que va a pasar otra vez,miedo
ahora mismo me tienen harto con esto ultimamente,enojo
te juro que ya me canse de repetirte lo mismo y ya me canse,enojo
te digo que me da miedo no poder controlarlo y no puedo calmarlo,miedo
ultimamente estoy disfrutando mucho hoy,feliz
en serio no puedo creer tanta irresponsabilidad sin excusas,enojo
hoy esto me molesta mucho desde hace dias,enojo
ahora mismo me sacaron la paciencia esta semana,enojo
me da terror pensar en esa posibilidad,miedo
la verdad esto arruino mi dia y estoy cansado,enojo
en serio que buen dia para estar bien sin duda,feliz
siento una inquietud constante ahora y me tiene muy nervioso,miedo
estoy muy nervioso con esta situacion y no puedo calmarlo,miedo
la verdad estoy muy enojado desde hace dias,enojo
ahora mismo tengo ansiedad todo el tiempo,miedo
ahora mismo me preocupa el futuro todo el tiempo,miedo
te juro que me tienen harto con todo esto sin excusas,enojo
la verdad estoy disfrutando mucho de verdad,feliz
hoy me siento lleno de energia por todo lo que paso,feliz
realmente estoy muy contento en este momento,feliz
definitivamente tengo miedo de hablar todo el tiempo,miedo
me duele mucho haberlo perdido de verdad,triste
