text,emotion
en serio me echaron la culpa de algo que no hice pero no digo nada,enojo
oye prometieron y no cumplieron y es agotador,enojo
sinceramente estoy muy contento otra vez,feliz
hoy estoy muy nervioso con esa vuelta la verdad,miedo
la verdad me siento furioso por todo lo que paso,enojo
desde ayer no quiero salir solo esta semana,miedo
me bloqueo sin darme una explicacion y trato de disimularlo,triste
hermano me dejo mi novia y estoy muy bajoneado y ya,triste
hoy me pone muy ansioso pensar en eso,miedo
sabes que me alegra que todo haya salido bien de verdad,feliz
te digo que siento que perdi algo muy importante y me duele mucho,triste
mira me cayo del cielo esa noticia hermano,feliz
es que me da ansiedad ver cuanta gente vio mi historia de verdad,miedo
cambiaron todo sin avisarme y ya,enojo
te digo que estoy muy satisfecho con el dia de hoy,feliz
definitivamente tengo ansiedad por lo que viene esta semana,miedo
tengo panico de que algo que dije llegue a las manos equivocadas y me cuesta aceptarlo,miedo
fijate que me dejaron plantado y ni se disculparon y eso me duele,enojo
oye se burlaron de mi y no se que hacer,enojo
es que estoy con una nota hoy,feliz
ultimamente esto me parece una falta de respeto total y eso me pesa,enojo
te digo que siento mucha ansiedad por lo desconocido y no se que hacer,miedo
estoy muy preocupado y me afecta mucho,miedo
me llamaron de un numero desconocido y me tiene mal,miedo
para serte honesto tengo panico de fallar frente a todos y me afecta mucho,miedo
oye vi las historias de todos y me senti muy mal men,triste
es que me quitaron el like y eso me bajo el animo y ya,triste
parce me da muy duro enfrentar esa conversacion y no es facil,miedo
siento una pena enorme que no pasa y quisiera que no fuera así,triste
te digo que estoy muy apenado por lo sucedido de verdad,triste
parce me tiene muy bajoneado lo que paso,triste
lo que pasa es que estoy esperando una respuesta y me tiene nervioso y no puedo evitarlo,miedo
hoy me dicen que deberia estar agradecido por poco de verdad,enojo
no te miento hablaron de algo que yo no sabia y me senti excluido y eso me tiene mal,triste
mira tengo miedo de decir algo y que lo malinterpreten bro,miedo
mira ya no tengo fuerzas para nada todo el tiempo,triste
fijate que me da terror mostrarme como soy de verdad y me afecta mucho,miedo
parce estoy con el animo muy por el piso,triste
oye estoy que no me la creo,feliz
no se todo el mundo esta en planes y yo solo en casa de verdad,triste
en serio me tiene muy irritado todo esto y no es facil,enojo
no puedo evitar que siento una inquietud constante ahora de verdad,miedo
realmente estoy muy preocupado y no puedo dormir,miedo
parce me tocó pagar una multa que no era justa,enojo
ultimamente todo me afecta demasiado desde hace dias,triste
en este momento tengo miedo de hablar en este momento,miedo
hoy me di cuenta que avance mucho y me afecta,feliz
no te miento me perdi un momento importante,triste
la verdad esto arruino mi dia y me afecta mucho,enojo
fijate que no supe si era una broma o algo serio y nadie lo entiende,triste
la verdad es que siento una tristeza que no puedo explicar y no se como seguir,triste
es que ya no hablo con alguien que queria mucho,triste
hicieron lo que quisieron sin preguntarme nada,enojo
por fin publique lo que venia trabajando bro,feliz
no puedo evitar que me da mucho miedo la situacion actual de verdad,miedo
mira nacio mi hijo la verdad,feliz
siento el corazon muy apesadumbrado y quisiera que no fuera así,triste
oye el partido de colombia salio bien y ya,feliz
parce me asusta mucho lo que esta pasando en el barrio pero bueno,miedo
es que me perdi un momento importante la verdad,triste
me independice por fin sinceramente,feliz
vi algo que me dejo muy intranquilo y nadie lo sabe,miedo
me mencionaron en algo que me puso en ridiculo y nadie lo entiende,enojo
la verdad me cancelaron la cita sin avisar la verdad,enojo
sinceramente tengo los mejores amigos y necesito que alguien me entienda,feliz
no me reconozco ultimamente la verdad,triste
la verdad aprobe todas las materias este semestre,feliz
la verdad no puedo creer que hayan hecho eso,enojo
es que me mandaron un audio muy lindo y no puedo evitarlo,feliz
es que todo cambio de golpe de verdad,triste
en serio me dejaron plantado y ni se disculparon parce,enojo
en serio me hicieron perder el tiempo de verdad,enojo
me da miedo decepcionarme a mi mismo y no se que hacer,miedo
me tiene muy apagado esta situacion la verdad,triste
para serte honesto se llevaron el credito de lo que yo hice y necesito que alguien me entienda,enojo
oye estoy muy molesto con lo que hicieron y ya,enojo
prometieron y no cumplieron otra vez,enojo
no se si contarte pero me respondio el mensaje que esperaba y nadie lo entiende,feliz
fuimos a la finca y fue muy bacano,feliz
me da pena que se den cuenta que no entendi la verdad,miedo
mi familia esta pasando un momento muy dificil la verdad,triste
la verdad saque mi licencia de conducir sinceramente,feliz
ahora mismo estoy muy enojado por todo lo que paso,enojo
no entiendo como la gente puede ser asi,enojo
tengo miedo de que me vaya mal en las parciales,miedo
es que no puedo creer lo que hicieron y me tiene mal,enojo
es que se aprovecharon de la buena fe mia pero bueno,enojo
la verdad hoy me di cuenta que avance mucho y no puedo evitarlo,feliz
eso me pone muy furioso parce y no es facil,enojo
es que tengo un presentimiento muy malo y ya,miedo
oye me faltaron el respeto y me tiene mal,enojo
en este momento estoy agotado emocionalmente otra vez,triste
no supe como responder y ahora me arrepiento y me cuesta mucho,triste
es que sali del pais por primera vez pero necesitaba decirlo,feliz
estoy muy decaido y no quiero hablar,triste
lo que pasa es que me da una ira terrible y eso no esta bien,enojo
definitivamente me siento horrible hoy y no se que hacer,triste
fijate que siento que voy por buen camino y no se que hacer,feliz
hoy tengo algo importante manana y no puedo dormir,miedo
mira me puse a pensar en lo peor y no puedo parar y me tiene mal,miedo
estoy muy cansado de lucharla solo y me cuesta mucho,triste
hoy extraño como era todo antes,triste
mira ya no hablo con alguien que queria mucho sinceramente,triste
me dieron la nota que esperaba y me cuesta mucho,feliz
sinceramente nada tiene sentido desde hace dias,triste
fijate que mi mejor amigo se fue para otro pais parce,triste
me da pena decirlo pero tengo miedo de que se den cuenta que no entiendo sinceramente,miedo
hoy me dijeron que era mi culpa cuando no lo era y ya,enojo
me alegra mucho haberte visto hoy,feliz
es que tengo miedo de que mis sueños no sean suficientes pero bueno,miedo
de verdad me entristece ver como cambiaron las cosas y me duele mucho,triste
me salio redondo todo hoy y no puedo evitarlo,feliz
en serio nadie noto que algo me pasaba pero ya no puedo mas,triste
te cuento que tengo miedo de decir algo y que lo tomen mal,miedo
fijate que el resultado me tiene muy angustiado y me afecta mucho,miedo
mira me aterra quedar mal frente a todos y no es facil,miedo
sinceramente termine la semana sin ningun problema y eso me tiene mal,feliz
en serio estoy muy ido hoy no se que me pasa,triste
ahora mismo me mintieron en mi cara y necesito que alguien me entienda,enojo
es que defendi mi proyecto y quede bien y no puedo evitarlo,feliz
te cuento que manana tengo una prueba importante y estoy nervioso y no puedo evitarlo,miedo
sinceramente eres la persona mas egoista que conozco,enojo
nos separamos despues de mucho tiempo,triste
me tiene muy bajoneado lo que paso y me tiene mal,triste
hoy eso me pone muy furioso parce,enojo
fijate que me tiene muy preocupado lo que esta pasando de verdad,miedo
mira lo que paso tengo miedo de que me rechacen si digo lo que pienso sinceramente,miedo
es que sonrei todo el tiempo pero por dentro lloraba y me cuesta mucho,triste
fijate que estoy muy molesto con lo que hicieron y me tiene mal,enojo
saque mi licencia de conducir,feliz
oye me hablaron como si fuera tonto pero necesitaba decirlo,enojo
la verdad me dieron el trabajo que queria,feliz
hoy mi familia esta pasando un momento muy dificil y ya,triste
ultimamente tengo ansiedad por lo que viene por todo lo que paso,miedo
la verdad es que ya me colmaste la paciencia y no lo voy a tolerar,enojo
ultimamente lei el mensaje diez veces y no se como responder y quisiera que alguien me ayudara,miedo
sinceramente hoy no tuve que madrugar y lo disfrute y me cuesta aceptarlo,feliz
me perdi un momento importante y nadie lo sabe,triste
ya no somos lo que eramos y eso me entristece,triste
oye me exigen resultados sin darme las herramientas la verdad,enojo
sinceramente no voy a seguir aguantando esto y ya me canse,enojo
hoy mi grupo hizo el trabajo sin contar conmigo y quisiera que alguien me ayudara,triste
estoy muy nervioso con esa vuelta y ya,miedo
es que me mandaron un mensaje raro y no entiendo que quieren,miedo
la verdad me toco vender el carro que tanto queria y nadie lo sabe,triste
tengo miedo de decir algo y que lo tomen mal,miedo
desde ayer siento demasiado temor todo el tiempo,miedo
fijate que vi algo que me dejo muy intranquilo de verdad,miedo
bro me paraliza no saber cual es el camino correcto,miedo
parce me toca salir tarde y me da miedo en la calle pero bueno,miedo
se burlaron de algo que me costo decir y nadie lo entiende,enojo
mi familia estuvo muy unida hoy,feliz
la verdad es que me canse de pedir lo mismo sin resultado y no se que hacer,enojo
ahora mismo ya no se que hacer en este momento,triste
mira vi que me sacaron de un grupo y no dije nada la verdad,triste
ultimamente ya no aguanto esta situacion y me afecta mucho,enojo
ultimamente me mencionaron en algo que me puso en ridiculo pero bueno,enojo
desde ayer me siento nervioso desde hace dias,miedo
la verdad me dejaron solo en esto la verdad,triste
en serio que impotencia siento con todo esto,enojo
hoy estoy pasando un gran momento y me afecta mucho,feliz
me da pena decirlo pero me dejo en visto y no respondio pero ya no puedo mas,triste
la verdad me siento solo aunque este rodeado de gente la verdad,triste
mira me ignoraron cuando tenia toda la razon y ya,enojo
ultimamente me siento muy lejos de ser feliz y ya,triste
no puedo creer que me saca de mis casillas esto y me parece muy mal,enojo
para serte honesto me da ansiedad abrir ese chat y no se que hacer,miedo
no se si contarte pero me saco del grupo sin razon y me cuesta mucho,triste
me da pena que se den cuenta que no entendi,miedo
me salio el primer cliente y no es facil,feliz
mira me preocupa tanto que no puedo dormir y no lo puedo ocultar,miedo
no se si lo que estoy haciendo es lo correcto y no es facil,miedo
hoy me asusta mucho lo que esta pasando en el barrio,miedo
la verdad es que me siento muy bien emocionalmente y estoy muy contento,feliz
te digo que siento un miedo enorme que no puedo controlar,miedo
lo que pasa es que manana tengo una prueba importante y estoy nervioso y no puedo evitarlo,miedo
me asusta mucho la incertidumbre,miedo
me tienes agotado con tus cosas y punto,enojo
hoy amaneci con mucha energia y eso me pesa,feliz
sinceramente me llamaron para el trabajo en medellin y nadie lo sabe,feliz
para serte honesto usaron lo que les conte en mi contra y no se como manejarlo,enojo
me siento lleno de energia y me afecta mucho,feliz
me tocó repetir el tramite porque perdieron mis papeles la verdad,enojo
desde ayer hoy fue maravilloso esta semana,feliz
hoy mi equipo gano hoy y estoy feliz hermano,feliz
te cuento que siento que el tiempo paso y yo no hice nada y me afecta,triste
me cobraron de mas y no me quieren devolver y ya,enojo
me da mucho miedo no estar listo,miedo
es que siento un temor constante que no desaparece,miedo
hoy me dieron la visa,feliz
desde ayer todo me irrita desde hace dias,enojo
es que no me puedo sacar esta sensacion de encima y me afecta,miedo
me tiene muy cansado esa actitud,enojo
la verdad me interrumpieron todo el tiempo otra vez,enojo
no te miento me copiaron el trabajo y lo publicaron como propio y no es facil admitirlo,enojo
oye lei el mensaje diez veces y no se como responder de verdad,miedo
parce me cambiaron el turno sin avisarme la verdad,enojo
sinceramente recibi buenas noticias todo el tiempo,feliz
sinceramente tengo panico de fallar frente a todos pero no digo nada,miedo
sinceramente tengo panico de no salir de esto y no se que hacer,miedo
de verdad estoy muy apenado por todo lo que perdí,triste
la verdad es que que alegria tan grande la que siento de verdad,feliz
estoy agotado de tener que explicar como me siento men,triste
ultimamente todo me irrita desde hace dias,enojo
me aterra pensar en perder el control,miedo
hoy ya no somos lo que eramos y eso me entristece pero bueno,triste
oye me decepciona mucho tu actitud sin excusas,enojo
mira ya no tengo fuerzas para nada y necesito que alguien me entienda,triste
ultimamente alguien me entendio sin que yo explicara mucho y no se como manejarlo,feliz
me siento vacio y sin ganas de nada y no lo puedo superar,triste
te juro que no entiendo nada y me da verguenza preguntar,triste
me corrigieron el tono sin escuchar lo que dije y no lo digo seguido,enojo
te juro que lei el mensaje mal y arruine todo y no se que hacer,triste
sinceramente todo salio excelente todo el tiempo,feliz
me siento muy decaido sin saber por que,triste
es que el resultado me tiene muy angustiado pero no digo nada,miedo
me mintieron descaradamente en la cara de verdad,enojo
fijate que todo esta mal organizado y necesito que alguien me entienda,enojo
desde ayer estoy muy enojado desde hace dias,enojo
ahora mismo me hicieron perder el tiempo todo el tiempo,enojo
me cayo muy bien esa persona,feliz
me tiene muy angustiado esa situacion,miedo
me siento muy bien y muy contento y es lo mejor que me paso,feliz
mira me salio el negocio que queria la verdad,feliz
te cuento que manana tengo una prueba importante y estoy nervioso la verdad,miedo
la verdad es que estoy muy nervioso de cara a lo que viene y me tiene muy nervioso,miedo
parce me llamaron para el trabajo en medellin pero bueno,feliz
estoy muy triste con lo que me conto,triste
parce me ignoraron cuando tenia toda la razon,enojo
realmente quiero estar solo todo el tiempo,triste
estoy temblando de nervios y no se que hacer,miedo
ultimamente me siento completo y no puedo evitarlo,feliz
no te miento me faltaron el respeto delante de todos y me cuesta mucho,enojo
mira me mandaron un mensaje raro y no entiendo que quieren y me tiene mal,miedo
oye me tiene muy apagado esta situacion y eso me duele,triste
sinceramente me tienen harto con esto y no se que hacer,enojo
sinceramente me saca de quicio todo esto y es agotador,enojo
me tiene muy molesto que nadie haga nada y no es facil,enojo
la verdad es que siento una inquietud muy grande ahora y no puedo calmarlo,miedo
ultimamente me costo mucho levantarme hoy y me tiene mal,triste
me llamaron para el trabajo en medellin hermano,feliz
estoy re contento con todo y ya,feliz
no te miento lei el mensaje mal y arruine todo pero ya no puedo mas,triste
ahora mismo no se que va a pasar con mi vida todo el tiempo,miedo
me da pena que se den cuenta que no entendi y no puedo evitarlo,miedo
ultimamente me preocupa mucho el futuro economico la verdad,miedo
ultimamente tengo miedo de lo que piensen de mi y es agotador,miedo
lo que pasa es que por fin lo logre,feliz
me enfurece tu actitud,enojo
oye siento que no tengo proposito,triste
ya no se que hacer en este momento,triste
hoy amaneci con toda la actitud parce,feliz
me siento destruido otra vez,triste
no se tengo miedo de equivocarme y arrepentirme despues la verdad,miedo
estoy realmente indignado y me tiene mal,enojo
sinceramente me dieron la beca de la universidad publica,feliz
fijate que el partido de colombia salio bien pero bueno,feliz
ultimamente todo salio mal y me afecta mucho,triste
estoy emocionado con las noticias de verdad,feliz
es que me irritas con ese comportamiento y punto,enojo
hoy me siento muy solo en esta ciudad,triste
no te miento me siento muy achantado hoy,triste
oye me fue bien en el icfes,feliz
tengo miedo de no poder salir adelante,miedo
mira me enoja mucho lo que dijiste,enojo
fijate que me dijeron que cambie como si estuviera mal ser yo de verdad,triste
sinceramente me tiene angustiado no saber que va a pasar todo el tiempo,miedo
estoy muy agradecido con todos,feliz
definitivamente todo esta mejorando de verdad,feliz
te cuento que por fin me salio el pasaporte parce,feliz
es que me tienen muy mamado con esa vuelta,enojo
me da pena decirlo pero me di cuenta que no me invitaron a la reunion y me tiene agotado,triste
hoy tengo ansiedad por lo que viene en este momento,miedo
no te miento nadie noto que algo me pasaba y no se como manejarlo,triste
no tenemos para el arriendo este mes y eso me duele,triste
la verdad es que me da mucho miedo enfrentar esta situacion y eso me preocupa mucho,miedo
hoy nadie entendio como me sentia pero no digo nada,triste
para serte honesto todo esta mal organizado pero no digo nada,enojo
desde ayer me siento sin energia y no se que hacer,triste
me siento muy triste hoy,triste
fijate que me pidieron que fuera a una reunion sin decirme de que,miedo
la verdad todo salio mal y me afecta mucho,triste
sinceramente me preocupa el futuro esta semana,miedo
la verdad no se si voy a poder con esto y necesito que alguien me entienda,miedo
en serio me echaron la culpa de algo que no hice y eso me pesa,enojo
me irritas con ese comportamiento y ya me canse,enojo
te juro que usaron mis ideas sin darme credito pero bueno,enojo
no se si contarte pero tengo panico de que me pregunten algo frente a todos y eso me tiene mal,miedo
hoy estoy muy enojado todo el tiempo,enojo
fijate que tengo miedo de que sea algo grave y no puedo evitarlo,miedo
sinceramente me da mucha pena decirle eso a la gente la verdad,miedo
para serte honesto hoy descanse muy bien de verdad,feliz
no te miento no puedo creer lo que hicieron de verdad,enojo
mira lo que paso me interrumpieron cada vez que hable y trato de disimularlo,enojo
no puedo evitar que siento un temor muy grande ahora mismo,miedo
la verdad tengo panico de fallar frente a todos otra vez,miedo
me puse muy feliz con eso parce,feliz
realmente me hicieron perder el tiempo desde hace dias,enojo
la verdad no se que va a pasar con mi vida sinceramente,miedo
no se si contarte pero me dejo de seguir en redes sociales pero ya no puedo mas,triste
sinceramente aprobe la materia que tenia perdida y me tiene agotado,feliz
la verdad me siento furioso desde hace dias,enojo
fijate que aprobe el examen todo el tiempo,feliz
me canse de esperar que las cosas cambien solas,triste
ahora mismo ya no se que hacer y no se que hacer,triste
mira tengo panico de que algo que dije llegue a las manos equivocadas men,miedo
la verdad me siento motivado en este momento,feliz
hoy me dieron una sorpresa muy bonita hoy y me cuesta mucho,feliz
estoy muy apagado y sin energia y no lo puedo superar,triste
sinceramente me dijeron que exageraba pero necesitaba decirlo,enojo
te digo que me asusta mucho la incertidumbre,miedo
la verdad estoy muy preocupado todo el tiempo,miedo
vieja me mintieron descaradamente en la cara y me tiene mal,enojo
me fue bien en el icfes pero bueno,feliz
la verdad siento que no tengo proposito,triste
fijate que me dejaron solo en esto y no lo puedo ocultar,triste
no te miento estoy con las personas que amo y no lo puedo ocultar,feliz
me da mucho miedo el futuro y no se que hacer,miedo
sinceramente pase el dia en cama de verdad,triste
es que no puedo dejar de preocuparme pero no digo nada,miedo
desde hace dias me di cuenta que no me invitaron a la reunion y no se que hacer,triste
me siento muy decaido sin saber por que y no lo puedo superar,triste
siento que me quede atras la verdad,triste
la verdad siento que la estoy embarrando en todo y no se que hacer,triste
te digo que tengo miedo de que mis sueños no sean suficientes,miedo
sinceramente no puedo mas con tanto pero no digo nada,triste
sinceramente tengo un mal presentimiento desde ayer y nadie lo sabe,miedo
me siento muy bien emocionalmente,feliz
me cayo muy bien esa persona y no se que hacer,feliz
definitivamente esto me molesta mucho de verdad,enojo
te cuento que estoy con una nota hoy,feliz
para serte honesto me bloqueo sin darme una explicacion y no es facil admitirlo,triste
hoy me comparan con otros y eso me molesta mucho pero bueno,enojo
ahora mismo tengo mucho miedo y no puedo dormir,miedo
fijate que me di cuenta que no me invitaron a la reunion y me cuesta mucho,triste
lo que pasa es que me ignoraron completamente de verdad,enojo
la verdad es que que dia tan bueno fue este de verdad,feliz
siento que la estoy embarrando en todo de verdad,triste
te cuento que extraño como era todo antes,triste
tengo miedo de que me quiten el trabajo,miedo
es que no te soporto mas y ya me canse,enojo
desde hace dias hoy no tengo que trabajar sinceramente,feliz
te cuento que me fue de maravilla en la entrevista y eso me duele,feliz
es que me cobraron de mas sin avisar todo el tiempo,enojo
me cayo del cielo esa noticia y me cuesta mucho,feliz
oye mi abuelo ya no esta pero bueno,triste
hoy me angustia no tener todo claro a mi edad y no puedo evitarlo,miedo
que buen dia para estar bien sin duda,feliz
hoy tengo miedo de que me rechacen si digo lo que pienso,miedo
sinceramente vi algo que me dejo muy intranquilo y me tiene mal,miedo
me dejo en visto y no respondio y me cuesta mucho,triste
estoy muy ido hoy no se que me pasa y me tiene mal,triste
estoy muy nervioso por los resultados y no puedo calmarlo,miedo
hermano perdi mi negocio y no se como seguir de verdad,triste
no se si voy a poder sostenerme solo y ya,miedo
me tocó madrugar y no dormí nada y encima salio mal,triste
me siento muy pleno con lo que estoy haciendo y nadie lo entiende,feliz
definitivamente nada tiene sentido por todo lo que paso,triste
en serio tengo los mejores amigos y necesito que alguien me entienda,feliz
te cuento que me independice por fin,feliz
es que publico algo que me dejo muy mal pero necesitaba decirlo,triste
lo que pasa es que tengo panico de decir algo y que lo malinterpreten sinceramente,miedo
mira mi familia esta bien pero no digo nada,feliz
fijate que me escribieron solo para reclamarme pero ya no puedo mas,enojo
en serio siento que algo muy importante se perdio y quisiera que no fuera así,triste
oye no logre lo que esperaba y necesito que alguien me entienda,triste
te cuento que estoy con las personas que amo y es agotador,feliz
ahora mismo me siento muy triste por todo lo que paso,triste
la verdad me escribio la persona que me gusta,feliz
el profesor me felicito por el trabajo y me pesa cargarlo solo,feliz
lo que pasa es que me respondieron con mala actitud sin razon y no se que hacer,enojo
sinceramente me da mucha pena decirle eso a la gente parce,miedo
que maravilloso momento estoy viviendo,feliz
no puedo evitar que me da mucho miedo lo que dijeron,miedo
en serio me angustia no saber si estoy en el camino correcto la verdad,miedo
la verdad me hicieron fila tres horas y no me atendieron,enojo
te cuento que me quede sin trabajo y no se que hacer,triste
me fui de viaje,feliz
me siento muy contento con todo y no lo puedo creer,feliz
en serio me entristece mucho lo que hiciste y no se como seguir,triste
ahora mismo no tuve ganas de comer sinceramente,triste
en serio me siento muy desconectado de todo y de todos,triste
hoy todo me fastidia otra vez,enojo
tengo un mal presentimiento con eso y ya,miedo
no te miento me tiene completamente harto y necesito que alguien me entienda,enojo
que buena racha estoy teniendo y es lo mejor que me paso,feliz
hoy que problema tan absurdo,enojo
algo cambio de repente y no entiendo por que de verdad,miedo
ultimamente me siento sin energia y no se que hacer,triste
estoy que no me la creo de verdad,feliz
mira me fue bien en el icfes y ya,feliz
perdi la materia que mas me esforcé y no se como manejarlo,triste
hoy me toco vender el carro que tanto queria pero bueno,triste
fijate que no supe leer la situacion y meti la pata pero ya no puedo mas,triste
publicaron algo mio sin pedirme permiso pero bueno,enojo
no te miento no me dejaron hablar la verdad,enojo
no te miento me sacaron de la jugada sin ninguna explicacion y me cuesta mucho,enojo
desde hace dias me dijeron que exageraba y trato de disimularlo,enojo
recibi buenas noticias en este momento,feliz
de verdad ya me colmaste la paciencia sin excusas,enojo
es que mi mejor amigo se fue para otro pais parce,triste
es que por fin me contestaron pero necesitaba decirlo,feliz
oye cargue con toda la responsabilidad del grupo y me afecta mucho,enojo
hoy me cayo muy bien esa persona y ya,feliz
para serte honesto por fin lo logre y ya,feliz
es que que caradureza la tuya y ya me canse,enojo
me invitaron a algo importante,feliz
fijate que el partido de colombia salio bien hermano,feliz
es que me hicieron fila tres horas y no me atendieron pero bueno,enojo
sinceramente todo me afecta demasiado otra vez,triste
no te miento prometieron y no cumplieron pero no digo nada,enojo
pude expresarme sin que me juzgaran y nadie lo entiende,feliz
sinceramente salimos a rumbear y la pase muy bien y no puedo evitarlo,feliz
me case hoy,feliz
de verdad me da alegria ver que todo funciona y no lo puedo creer,feliz
te juro que me escribieron para disculparse y me alegro y no se que hacer,feliz
hoy estoy agotado emocionalmente,triste
en este momento estoy muy enojado por todo lo que paso,enojo
sinceramente pude expresarme sin que me juzgaran y trato de disimularlo,feliz
te cuento que me hicieron sentir mal por preguntar la verdad,enojo
mira defendi mi proyecto y quede bien y ya,feliz
te juro que no quiero mandar el audio por miedo a como sueno pero ya no puedo mas,miedo
desde ayer estoy demasiado molesto por todo lo que paso,enojo
ultimamente me siento nervioso en este momento,miedo
no se si ese mensaje significaba lo que creo y me tiene agotado,miedo
para serte honesto me etiquetaron en algo que me alegro el dia y eso me tiene mal,feliz
estoy muy molesto con lo que hicieron,enojo
tengo miedo de que me vaya mal en las parciales y me cuesta mucho,miedo
no te miento todo me pesa demasiado y no lo puedo ocultar,triste
te cuento que estoy esperando una respuesta y me tiene nervioso y me tiene mal,miedo
en serio me cayo muy bien esa persona y no puedo evitarlo,feliz
algo me dice que las cosas van a cambiar mal y nadie lo sabe,miedo
fijate que tengo miedo de que sea algo grave y no lo puedo ocultar,miedo
sinceramente me da miedo decepcionarme a mi mismo de verdad,miedo
en serio estoy muy asustado con lo que puede pasar y me cuesta mucho,miedo
es que estoy que no me la creo y nadie lo sabe,feliz
en serio me siento realizado,feliz
ultimamente me preocupa el futuro desde hace dias,miedo
hoy todo esta funcionando bien y no se que hacer,feliz
hoy esto me molesta mucho desde hace dias,enojo
sinceramente no se como aguantarte tanto y ya me canse,enojo
parce mi familia se fue a vivir lejos y me siento solo la verdad,triste
fijate que me saca de quicio que no cambien nada y no puedo evitarlo,enojo
de verdad que estupidez lo que hiciste,enojo
desde ayer me siento muy triste por todo lo que paso,triste
estoy muy ilusionado con lo que viene todo el tiempo,feliz
en serio tengo un presentimiento muy malo pero no digo nada,miedo
fijate que me tiene completamente harto y no puedo evitarlo,enojo
ya no tengo energia para nada de lo que antes me gustaba,triste
siento mucho miedo en este momento y me tiene muy nervioso,miedo
que rabia me da todo esto,enojo
la verdad tengo ansiedad todo el tiempo,miedo
en serio me interrumpieron todo el tiempo y no lo puedo ocultar,enojo
no te miento tengo miedo de haber arruinado algo sin saberlo sinceramente,miedo
me siento muy solo en este momento,triste
la verdad sali del pais por primera vez la verdad,feliz
en serio el profesor me felicito por el trabajo y no lo digo seguido,feliz
lo que pasa es que me siento invisible y me tiene mal,triste
te cuento que logre lo que queria y no lo puedo ocultar,feliz
mira perdi algo muy importante,triste
estoy muy asustado por lo que viene,miedo
realmente todo esta empeorando en este momento,triste
la verdad es que mi grupo de trabajo funciono muy bien y no se como manejarlo,feliz
estoy muy asustado de perder lo que amo y no se que hacer,miedo
lo que pasa es que eres la persona mas egoista que conozco y no lo entiendo,enojo
te cuento que termine de pagar mi deuda y me afecta,feliz
sinceramente me da pavor la incertidumbre que siento,miedo
ultimamente estoy demasiado cansado y no se que hacer,triste
es que me mintieron descaradamente en la cara pero bueno,enojo
men siento que el tiempo se me acaba y no he hecho nada bro,miedo
es que siento una angustia muy grande ahora,miedo
realmente todo me fastidia en este momento,enojo
bro tengo miedo de tomar una decision y que salga mal,miedo
en serio estoy muy asustado con lo que puede pasar la verdad,miedo
lo que pasa es que no se como aguantarte tanto y me parece muy mal,enojo
en serio me tienes agotado con tus cosas y ya me canse,enojo
la verdad me siento vacio desde hace dias,triste
te digo que estoy muy triste y no quiero nada,triste
que buena experiencia vivimos juntos y estoy muy contento,feliz
hoy tengo miedo de que se den cuenta que no entiendo y no puedo evitarlo,miedo
me dicen que me esfuerce mas cuando ya doy todo y ya,enojo
me duele mucho lo que ocurrio,triste
en serio me encontre plata en un bolsillo que no sabia y no puedo evitarlo,feliz
me embargaron la cuenta y no entiendo por que la verdad,miedo
la verdad me siento vacio ultimamente,triste
oye me senti aceptado como soy y no se como manejarlo,feliz
ahora mismo tengo mucho miedo todo el tiempo,miedo
mi mejor amigo se fue a vivir lejos de verdad,triste
en este momento me siento horrible hoy,triste
para serte honesto me echaron la culpa de lo que salio mal y eso me tiene mal,enojo
ultimamente por fin termine el proyecto de verdad,feliz
en serio encontre algo que habia perdido hace tiempo,feliz
hoy eso me pone muy furioso parce parce,enojo
definitivamente todo esta empeorando esta semana,triste
ultimamente me dijeron que me quieren y es agotador,feliz
para serte honesto tengo los mejores amigos y no se que hacer,feliz
no entiendo como puedes actuar asi sin excusas,enojo
me siento re bien parce de verdad,feliz
la verdad dijeron mentiras sobre mi en redes,enojo
sinceramente me tocó pagar una multa que no era justa hermano,enojo
estoy muy ido hoy no se que me pasa y no puedo evitarlo,triste
mira que rabia me da todo esto y punto,enojo
te cuento que nacio mi hija,feliz
la verdad las cosas ya no son como antes,triste
ultimamente tengo miedo de llegar a cierta edad sin haber logrado nada,miedo
estoy orgulloso de mi,feliz
es que consegui el trabajo y eso me pesa,feliz
parce me toco irme del barrio que queria parce,triste
vi algo que me dejo muy intranquilo de verdad,miedo
me siento muy achantado hoy,triste
lo que pasa es que lei el mensaje diez veces y no se como responder y me pesa cargarlo solo,miedo
tengo panico de que algo malo pase y eso me preocupa mucho,miedo
es que vi algo que me dejo muy intranquilo la verdad,miedo
no se si contarte pero me invitaron a participar en un proyecto y no se como manejarlo,feliz
no te miento logre ahorrar lo que necesitaba la verdad,feliz
la verdad vi algo que me dejo muy intranquilo y ya,miedo
fijate que me tiene muy bajoneado lo que paso pero bueno,triste
vieja me graduo el sabado en el paraninfo y no puedo evitarlo,feliz
en serio me tienen muy hastiado con lo mismo,enojo
te cuento que logre ahorrar lo que necesitaba pero necesitaba decirlo,feliz
te cuento que no tengo plan b si esto falla pero bueno,miedo
sinceramente todo esta empeorando ultimamente,triste
ultimamente me siento muy bien con mi proceso y me afecta,feliz
la verdad es que me siento solo y muy triste y quisiera que no fuera así,triste
hoy me duele mucho esto por todo lo que paso,triste
desde ayer me siento derrotado por todo lo que paso,triste
no te miento me angustia no saber como interpretar eso y eso me tiene mal,miedo
mi familia esta pasando un momento muy dificil,triste
